date,asin,campaign_id,campaign_name,impressions,clicks,ctr_pct,spend,sales,orders,tos_impressions,placement_impressions,tos_impression_share_pct
2026-03-21,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-21,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-22,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-22,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-23,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-23,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-24,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-24,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-25,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-25,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-26,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-26,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-27,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-27,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-28,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-28,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-29,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-29,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-30,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-30,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-03-31,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-03-31,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-04-01,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-04-01,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-04-02,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-04-02,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-04-03,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-04-03,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-04-04,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-04-04,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-04-05,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-04-05,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-04-06,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-04-06,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
2026-04-07,B0GXYYZPBW,230170919088708,SC_B0GXYYZPBW_MF04_Auto_260606,0,0,,0.0,0.0,0,0,0,
2026-04-07,B0GXYYZPBW,173844737302109,SC_B0GXYYZPBW_MF04_Frother_P_260610,0,0,,0.0,0.0,0,0,0,
